SGB_ID,Genome_Name,Study,Sample_ID,Country,Westernized,Body_Site,Age_Category
4557,BackhedF_2015__SID263_12M__bin.12,BackhedF_2015,SID263_12M,SWE,Yes,Stool,Child
4557,BackhedF_2015__SID276_12M__bin.9,BackhedF_2015,SID276_12M,SWE,Yes,Stool,Child
4557,BackhedF_2015__SID526_12M__bin.17,BackhedF_2015,SID526_12M,SWE,Yes,Stool,Child
4557,BackhedF_2015__SID637_12M__bin.25,BackhedF_2015,SID637_12M,SWE,Yes,Stool,Child
4557,BackhedF_2015__SID78_12M__bin.42,BackhedF_2015,SID78_12M,SWE,Yes,Stool,Child
4557,Bengtsson-PalmeJ_2015__TRAVELRES18__bin.109,Bengtsson-PalmeJ_2015,TRAVELRES18,SWE,Yes,Stool,Adult
4557,Bengtsson-PalmeJ_2015__TRAVELRES2__bin.34,Bengtsson-PalmeJ_2015,TRAVELRES2,SWE,Yes,Stool,Adult
4678,NielsenHB_2014__V1_UC50_1__bin.62,NielsenHB_2014,V1_UC50_1,ESP,Yes,Stool,Adult
4146,CosteaPI_2017__SID713B032-11-0-0__bin.3,CosteaPI_2017,SID713B032-11-0-0,KAZ,Yes,Stool,Adult
4146,CosteaPI_2017__SID713B032-11-90-0__bin.22,CosteaPI_2017,SID713B032-11-90-0,KAZ,Yes,Stool,Adult
4146,LiuW_2016__SRR3992995__bin.15,LiuW_2016,SRR3992995,MNG,No,Stool,Adult
4146,QinN_2014__HD-40__bin.62,QinN_2014,HD-40,CHN,Yes,Stool,Adult
4146,XieH_2016__YSZC12003_37337__bin.28,XieH_2016,YSZC12003_37337,GBR,Yes,Stool,Adult
4146,ZellerG_2014__CCIS83870198ST-4-0__bin.18,ZellerG_2014,CCIS83870198ST-4-0,FRA,Yes,Stool,Adult
4372,BritoIL_2016__M1.38.ST__bin.60,BritoIL_2016,M1.38.ST,FJI,No,Stool,Adult
4372,BritoIL_2016__M2.36.ST__bin.4,BritoIL_2016,M2.36.ST,FJI,No,Stool,Adult
4372,BritoIL_2016__M2.37.ST__bin.35,BritoIL_2016,M2.37.ST,FJI,No,Stool,Adult
4372,BritoIL_2016__M2.41.ST__bin.36,BritoIL_2016,M2.41.ST,FJI,No,Stool,Adult
4372,BritoIL_2016__M2.44.ST__bin.6,BritoIL_2016,M2.44.ST,FJI,No,Stool,Adult
4372,BritoIL_2016__WL.28.ST__bin.7,BritoIL_2016,WL.28.ST,FJI,No,Stool,Adult
4372,CM_madagascar__A39_02_1FE__bin.34,CM_madagascar,A39_02_1FE,MDG,No,Stool,Adult
4372,CM_madagascar__A94_03_1FE__bin.9,CM_madagascar,A94_03_1FE,MDG,No,Stool,Adult
4372,CosteaPI_2017__SID713A004-11-90-0__bin.51,CosteaPI_2017,SID713A004-11-90-0,KAZ,Yes,Stool,Adult
4372,CosteaPI_2017__SID713A038-11-90-0__bin.25,CosteaPI_2017,SID713A038-11-90-0,KAZ,Yes,Stool,Adult
4377,Obregon-TitoAJ_2015__SM20__bin.4,Obregon-TitoAJ_2015,SM20,PER,No,Stool,Adult
4149,RaymondF_2016__P19E0__bin.114,RaymondF_2016,P19E0,CAN,Yes,Stool,Adult
4206,ZeeviD_2015__PNP_Main_438__bin.7,ZeeviD_2015,PNP_Main_438,ISR,Yes,Stool,Adult
4206,ZellerG_2014__CCIS64773582ST-4-0__bin.42,ZellerG_2014,CCIS64773582ST-4-0,FRA,Yes,Stool,Adult
4208,BackhedF_2015__SID589_M__bin.45,BackhedF_2015,SID589_M,SWE,Yes,Stool,Adult
4208,LiJ_2014__MH0252__bin.86,LiJ_2014,MH0252,DNK,Yes,Stool,Adult
4208,LiJ_2014__MH0339__bin.49,LiJ_2014,MH0339,DNK,Yes,Stool,Adult
4208,NielsenHB_2014__O2_UC51_0__bin.44,NielsenHB_2014,O2_UC51_0,ESP,Yes,Stool,Adult
4208,NielsenHB_2014__O2_UC51_2__bin.43,NielsenHB_2014,O2_UC51_2,ESP,Yes,Stool,Adult
4208,NielsenHB_2014__V1_CD22_0__bin.85,NielsenHB_2014,V1_CD22_0,ESP,Yes,Stool,Senior
4208,QinN_2014__HD-8__bin.32,QinN_2014,HD-8,CHN,Yes,Stool,Adult
4208,SchirmerM_2016__G89065__bin.15,SchirmerM_2016,G89065,NLD,Yes,Stool,Adult
4208,XieH_2016__YSZC12003_35665__bin.54,XieH_2016,YSZC12003_35665,GBR,Yes,Stool,Adult
4208,XieH_2016__YSZC12003_35980__bin.75,XieH_2016,YSZC12003_35980,GBR,Yes,Stool,Adult
4211,LiJ_2014__MH0262__bin.40,LiJ_2014,MH0262,DNK,Yes,Stool,Adult
4212,Bengtsson-PalmeJ_2015__TRAVELRES40__bin.10,Bengtsson-PalmeJ_2015,TRAVELRES40,SWE,Yes,Stool,Adult
4212,Bengtsson-PalmeJ_2015__TRAVELRES56__bin.50,Bengtsson-PalmeJ_2015,TRAVELRES56,SWE,Yes,Stool,Adult
4212,BritoIL_2016__W1.33.ST__bin.61,BritoIL_2016,W1.33.ST,FJI,No,Stool,Adult
4212,BritoIL_2016__W1.4.ST__bin.72,BritoIL_2016,W1.4.ST,FJI,No,Stool,Child
4212,BritoIL_2016__W2.35.ST__bin.15,BritoIL_2016,W2.35.ST,FJI,No,Stool,Adult
4212,BritoIL_2016__WL.7.ST__bin.32,BritoIL_2016,WL.7.ST,FJI,No,Stool,Child
4212,CM_madagascar__A04_01_1FE__bin.46,CM_madagascar,A04_01_1FE,MDG,No,Stool,Adult
4212,CosteaPI_2017__SID713A053-11-90-0__bin.85,CosteaPI_2017,SID713A053-11-90-0,KAZ,Yes,Stool,Adult
4212,FengQ_2015__SID530743__bin.33,FengQ_2015,SID530743,AUT,Yes,Stool,Senior
4212,KarlssonFH_2013__S143__bin.32,KarlssonFH_2013,S143,SWE,Yes,Stool,Senior
4228,LiJ_2014__V1.CD4-0-PN__bin.4,LiJ_2014,V1.CD4-0-PN,ESP,Yes,Stool,Adult
4228,WenC_2017__RA047__bin.2,WenC_2017,RA047,CHN,Yes,Stool,Adult
4228,ZeeviD_2015__PNP_Main_334__bin.32,ZeeviD_2015,PNP_Main_334,ISR,Yes,Stool,Adult
4232,Bengtsson-PalmeJ_2015__TRAVELRES9__bin.138,Bengtsson-PalmeJ_2015,TRAVELRES9,SWE,Yes,Stool,Adult
4232,Obregon-TitoAJ_2015__NO13__bin.4,Obregon-TitoAJ_2015,NO13,USA,Yes,Stool,Adult
4233,XieH_2016__YSZC12003_36454__bin.41,XieH_2016,YSZC12003_36454,GBR,Yes,Stool,Adult
4244,Obregon-TitoAJ_2015__SM43__bin.36,Obregon-TitoAJ_2015,SM43,PER,No,Stool,Child
4246,BritoIL_2016__W2.35.ST__bin.74,BritoIL_2016,W2.35.ST,FJI,No,Stool,Adult
4246,Obregon-TitoAJ_2015__HCO67__bin.17,Obregon-TitoAJ_2015,HCO67,PER,No,Stool,Adult
4246,RampelliS_2015__H1__bin.44,RampelliS_2015,H1,TZA,No,Stool,Adult
4247,BackhedF_2015__SID128_12M__bin.38,BackhedF_2015,SID128_12M,SWE,Yes,Stool,Child
4247,BackhedF_2015__SID184_12M__bin.36,BackhedF_2015,SID184_12M,SWE,Yes,Stool,Child
4247,BackhedF_2015__SID276_12M__bin.7,BackhedF_2015,SID276_12M,SWE,Yes,Stool,Child
4247,BackhedF_2015__SID338_12M__bin.9,BackhedF_2015,SID338_12M,SWE,Yes,Stool,Child
4247,BackhedF_2015__SID338_M__bin.66,BackhedF_2015,SID338_M,SWE,Yes,Stool,Adult
4247,BackhedF_2015__SID383_M__bin.39,BackhedF_2015,SID383_M,SWE,Yes,Stool,Adult
4247,BackhedF_2015__SID503_12M__bin.12,BackhedF_2015,SID503_12M,SWE,Yes,Stool,Child
4247,BackhedF_2015__SID582_12M__bin.16,BackhedF_2015,SID582_12M,SWE,Yes,Stool,Child
4247,BackhedF_2015__SID585_12M__bin.47,BackhedF_2015,SID585_12M,SWE,Yes,Stool,Child
4247,Bengtsson-PalmeJ_2015__TRAVELRES11__bin.46,Bengtsson-PalmeJ_2015,TRAVELRES11,SWE,Yes,Stool,Adult
4248,Bengtsson-PalmeJ_2015__TRAVELRES48__bin.41,Bengtsson-PalmeJ_2015,TRAVELRES48,SWE,Yes,Stool,Adult
4248,BritoIL_2016__W1.33.ST__bin.35,BritoIL_2016,W1.33.ST,FJI,No,Stool,Adult
4248,BritoIL_2016__WL.37.ST__bin.44,BritoIL_2016,WL.37.ST,FJI,No,Stool,Adult
4248,CosteaPI_2017__SID713A084-11-90-0__bin.67,CosteaPI_2017,SID713A084-11-90-0,KAZ,Yes,Stool,Adult
4248,KarlssonFH_2013__S77__bin.27,KarlssonFH_2013,S77,SWE,Yes,Stool,Senior
4260,BritoIL_2016__M1.64.ST__bin.103,BritoIL_2016,M1.64.ST,FJI,No,Stool,Adult
4260,BritoIL_2016__W1.11.ST__bin.63,BritoIL_2016,W1.11.ST,FJI,No,Stool,Child
4260,BritoIL_2016__W1.22.ST__bin.93,BritoIL_2016,W1.22.ST,FJI,No,Stool,Adult
4260,BritoIL_2016__W3.19.ST__bin.54,BritoIL_2016,W3.19.ST,FJI,No,Stool,School age
4260,BritoIL_2016__WL.12.ST__bin.50,BritoIL_2016,WL.12.ST,FJI,No,Stool,Child
4260,BritoIL_2016__WL.17.ST__bin.57,BritoIL_2016,WL.17.ST,FJI,No,Stool,School age
4260,BritoIL_2016__WL.35.ST__bin.20,BritoIL_2016,WL.35.ST,FJI,No,Stool,Adult
4260,CM_madagascar__A90_04_1FE__bin.50,CM_madagascar,A90_04_1FE,MDG,No,Stool,Adult
4260,CosteaPI_2017__alien2-11-0-0__bin.43,CosteaPI_2017,alien2-11-0-0,DEU,Yes,Stool,Adult
4260,CosteaPI_2017__SID713A039-11-0-0__bin.70,CosteaPI_2017,SID713A039-11-0-0,KAZ,Yes,Stool,Adult
4261,CM_madagascar__A55_01_1FE__bin.20,CM_madagascar,A55_01_1FE,MDG,No,Stool,Adult
4261,CM_madagascar__A89_01_1FE__bin.49,CM_madagascar,A89_01_1FE,MDG,No,Stool,Adult
4261,RaymondF_2016__P2E0__bin.91,RaymondF_2016,P2E0,CAN,Yes,Stool,Adult
4261,RaymondF_2016__P2E7__bin.38,RaymondF_2016,P2E7,CAN,Yes,Stool,Adult
4261,ZellerG_2014__CCIS41692898ST-4-0__bin.21,ZellerG_2014,CCIS41692898ST-4-0,FRA,Yes,Stool,Senior
4262,BackhedF_2015__SID1_M__bin.6,BackhedF_2015,SID1_M,SWE,Yes,Stool,Adult
4262,BackhedF_2015__SID10_12M__bin.17,BackhedF_2015,SID10_12M,SWE,Yes,Stool,Child
4262,BackhedF_2015__SID10_M__bin.49,BackhedF_2015,SID10_M,SWE,Yes,Stool,Adult
4262,BackhedF_2015__SID105_M__bin.30,BackhedF_2015,SID105_M,SWE,Yes,Stool,Adult
4262,BackhedF_2015__SID128_12M__bin.50,BackhedF_2015,SID128_12M,SWE,Yes,Stool,Child
4262,BackhedF_2015__SID133_M__bin.34,BackhedF_2015,SID133_M,SWE,Yes,Stool,Adult
4262,BackhedF_2015__SID150_M__bin.26,BackhedF_2015,SID150_M,SWE,Yes,Stool,Adult
4262,BackhedF_2015__SID157_M__bin.22,BackhedF_2015,SID157_M,SWE,Yes,Stool,Adult
4262,BackhedF_2015__SID180_M__bin.9,BackhedF_2015,SID180_M,SWE,Yes,Stool,Adult
4262,BackhedF_2015__SID184_M__bin.36,BackhedF_2015,SID184_M,SWE,Yes,Stool,Adult
4263,FengQ_2015__SID31700__bin.73,FengQ_2015,SID31700,AUT,Yes,Stool,Senior
4263,LiSS_2016__FAT_DON_8-22-0-0__bin.25,LiSS_2016,FAT_DON_8-22-0-0,NLD,Yes,Stool,Adult
4263,SchirmerM_2016__G89113__bin.15,SchirmerM_2016,G89113,NLD,Yes,Stool,Adult
4263,VogtmannE_2016__MMRS94549160ST-27-0-0__bin.45,VogtmannE_2016,MMRS94549160ST-27-0-0,USA,Yes,Stool,Senior
4263,ZeeviD_2015__PNP_Main_412__bin.1,ZeeviD_2015,PNP_Main_412,ISR,Yes,Stool,Adult
4263,ZeeviD_2015__PNP_Main_754__bin.17,ZeeviD_2015,PNP_Main_754,ISR,Yes,Stool,Adult
4263,ZeeviD_2015__PNP_Main_96__bin.40,ZeeviD_2015,PNP_Main_96,ISR,Yes,Stool,Adult
4264,CM_madagascar__A95_01_1FE__bin.9,CM_madagascar,A95_01_1FE,MDG,No,Stool,Adult
4285,AsnicarF_2017__MV_FEI5_t3Q15__bin.20,AsnicarF_2017,MV_FEI5_t3Q15,ITA,Yes,Stool,Newborn
4285,AsnicarF_2017__MV_FEM3_t1Q14__bin.19,AsnicarF_2017,MV_FEM3_t1Q14,ITA,Yes,Stool,Adult
4285,AsnicarF_2017__MV_FEM5_t3Q15__bin.38,AsnicarF_2017,MV_FEM5_t3Q15,ITA,Yes,Stool,Adult
4285,BackhedF_2015__SID10_12M__bin.20,BackhedF_2015,SID10_12M,SWE,Yes,Stool,Child
4285,BackhedF_2015__SID103_M__bin.9,BackhedF_2015,SID103_M,SWE,Yes,Stool,Adult
4285,BackhedF_2015__SID128_12M__bin.16,BackhedF_2015,SID128_12M,SWE,Yes,Stool,Child
4285,BackhedF_2015__SID133_12M__bin.33,BackhedF_2015,SID133_12M,SWE,Yes,Stool,Child
4285,BackhedF_2015__SID133_M__bin.59,BackhedF_2015,SID133_M,SWE,Yes,Stool,Adult
4285,BackhedF_2015__SID157_M__bin.57,BackhedF_2015,SID157_M,SWE,Yes,Stool,Adult
4285,BackhedF_2015__SID172_12M__bin.19,BackhedF_2015,SID172_12M,SWE,Yes,Stool,Child
4401,Bengtsson-PalmeJ_2015__TRAVELRES25__bin.58,Bengtsson-PalmeJ_2015,TRAVELRES25,SWE,Yes,Stool,Adult
4300,BritoIL_2016__W1.22.ST__bin.83,BritoIL_2016,W1.22.ST,FJI,No,Stool,Adult
4300,BritoIL_2016__W1.26.ST__bin.44,BritoIL_2016,W1.26.ST,FJI,No,Stool,Adult
4419,Bengtsson-PalmeJ_2015__TRAVELRES27__bin.14,Bengtsson-PalmeJ_2015,TRAVELRES27,SWE,Yes,Stool,Adult
4419,BritoIL_2016__W1.1.ST__bin.32,BritoIL_2016,W1.1.ST,FJI,No,Stool,Newborn
4419,CosteaPI_2017__SID713B074-11-90-0__bin.68,CosteaPI_2017,SID713B074-11-90-0,KAZ,Yes,Stool,Adult
4419,FengQ_2015__SID31879__bin.38,FengQ_2015,SID31879,AUT,Yes,Stool,Senior
4419,LiJ_2014__V1.CD55-0__bin.57,LiJ_2014,V1.CD55-0,ESP,Yes,Stool,Adult
4419,LiJ_2017__H2M513938__bin.35,LiJ_2017,H2M513938,CHN,Yes,Stool,Adult
4419,LiuW_2016__SRR3993048__bin.75,LiuW_2016,SRR3993048,MNG,No,Stool,Adult
4419,QinJ_2012__NLM031__bin.15,QinJ_2012,NLM031,CHN,Yes,Stool,Adult
4419,QinJ_2012__T2D-024__bin.3,QinJ_2012,T2D-024,CHN,Yes,Stool,Adult
4419,QinJ_2012__T2D-059__bin.38,QinJ_2012,T2D-059,CHN,Yes,Stool,Adult
4421,BackhedF_2015__SID10_12M__bin.14,BackhedF_2015,SID10_12M,SWE,Yes,Stool,Child
4421,BackhedF_2015__SID150_M__bin.55,BackhedF_2015,SID150_M,SWE,Yes,Stool,Adult
4421,BackhedF_2015__SID172_12M__bin.28,BackhedF_2015,SID172_12M,SWE,Yes,Stool,Child
4421,BackhedF_2015__SID268_M__bin.20,BackhedF_2015,SID268_M,SWE,Yes,Stool,Adult
4421,BackhedF_2015__SID507_M__bin.35,BackhedF_2015,SID507_M,SWE,Yes,Stool,Adult
4421,BackhedF_2015__SID599_M__bin.53,BackhedF_2015,SID599_M,SWE,Yes,Stool,Adult
4421,BackhedF_2015__SID7_M__bin.21,BackhedF_2015,SID7_M,SWE,Yes,Stool,Adult
4421,BackhedF_2015__SID70_M__bin.13,BackhedF_2015,SID70_M,SWE,Yes,Stool,Adult
4421,Bengtsson-PalmeJ_2015__TRAVELRES33__bin.49,Bengtsson-PalmeJ_2015,TRAVELRES33,SWE,Yes,Stool,Adult
4421,Bengtsson-PalmeJ_2015__TRAVELRES42__bin.18,Bengtsson-PalmeJ_2015,TRAVELRES42,SWE,Yes,Stool,Adult
4422,AsnicarF_2017__MV_FEM5_t3Q15__bin.28,AsnicarF_2017,MV_FEM5_t3Q15,ITA,Yes,Stool,Adult
4422,BackhedF_2015__SID103_M__bin.32,BackhedF_2015,SID103_M,SWE,Yes,Stool,Adult
4422,BackhedF_2015__SID105_M__bin.7,BackhedF_2015,SID105_M,SWE,Yes,Stool,Adult
4422,BackhedF_2015__SID128_12M__bin.5,BackhedF_2015,SID128_12M,SWE,Yes,Stool,Child
4422,BackhedF_2015__SID195_M__bin.47,BackhedF_2015,SID195_M,SWE,Yes,Stool,Adult
4422,BackhedF_2015__SID335_M__bin.53,BackhedF_2015,SID335_M,SWE,Yes,Stool,Adult
4422,BackhedF_2015__SID42_12M__bin.18,BackhedF_2015,SID42_12M,SWE,Yes,Stool,Child
4422,BackhedF_2015__SID503_12M__bin.39,BackhedF_2015,SID503_12M,SWE,Yes,Stool,Child
4422,BackhedF_2015__SID504_M__bin.40,BackhedF_2015,SID504_M,SWE,Yes,Stool,Adult
4422,BackhedF_2015__SID582_M__bin.53,BackhedF_2015,SID582_M,SWE,Yes,Stool,Adult
4347,RampelliS_2015__H10__bin.17,RampelliS_2015,H10,TZA,No,Stool,Adult
4368,BritoIL_2016__W1.22.ST__bin.63,BritoIL_2016,W1.22.ST,FJI,No,Stool,Adult
4368,CosteaPI_2017__SID713A052-11-0-0__bin.35,CosteaPI_2017,SID713A052-11-0-0,KAZ,Yes,Stool,Adult
4368,CosteaPI_2017__SID713B040-11-0-0__bin.58,CosteaPI_2017,SID713B040-11-0-0,KAZ,Yes,Stool,Adult
4368,CosteaPI_2017__SID713B040-11-90-0__bin.75,CosteaPI_2017,SID713B040-11-90-0,KAZ,Yes,Stool,Adult
4368,CosteaPI_2017__SID713B072-11-0-0__bin.63,CosteaPI_2017,SID713B072-11-0-0,KAZ,Yes,Stool,Adult
4368,FengQ_2015__SID530295__bin.72,FengQ_2015,SID530295,AUT,Yes,Stool,Senior
4368,KarlssonFH_2013__S479__bin.24,KarlssonFH_2013,S479,SWE,Yes,Stool,Senior
4368,KarlssonFH_2013__S584__bin.20,KarlssonFH_2013,S584,SWE,Yes,Stool,Senior
4368,LeChatelierE_2013__MH0197__bin.70,LeChatelierE_2013,MH0197,DNK,Yes,Stool,Adult
4368,LeChatelierE_2013__MH0413__bin.32,LeChatelierE_2013,MH0413,DNK,Yes,Stool,Adult
4371,BritoIL_2016__W1.2.ST__bin.77,BritoIL_2016,W1.2.ST,FJI,No,Stool,Child
4371,BritoIL_2016__W1.9.ST__bin.4,BritoIL_2016,W1.9.ST,FJI,No,Stool,Child
4371,BritoIL_2016__W2.44.ST__bin.55,BritoIL_2016,W2.44.ST,FJI,No,Stool,Adult
4371,BritoIL_2016__W2.5.ST__bin.68,BritoIL_2016,W2.5.ST,FJI,No,Stool,Child
4371,BritoIL_2016__W2.61.ST__bin.118,BritoIL_2016,W2.61.ST,FJI,No,Stool,Adult
4371,BritoIL_2016__W2.67.ST__bin.37,BritoIL_2016,W2.67.ST,FJI,No,Stool,Senior
4371,BritoIL_2016__W2.7.ST__bin.5,BritoIL_2016,W2.7.ST,FJI,No,Stool,Child
4371,BritoIL_2016__WL.44.ST__bin.4,BritoIL_2016,WL.44.ST,FJI,No,Stool,Adult
4371,CM_madagascar__A90_04_1FE__bin.5,CM_madagascar,A90_04_1FE,MDG,No,Stool,Adult
4371,CM_madagascar__A91_01_1FE__bin.47,CM_madagascar,A91_01_1FE,MDG,No,Stool,Adult
4373,AsnicarF_2017__MV_FEM5_t1Q14__bin.42,AsnicarF_2017,MV_FEM5_t1Q14,ITA,Yes,Stool,Adult
4373,Bengtsson-PalmeJ_2015__TRAVELRES1__bin.63,Bengtsson-PalmeJ_2015,TRAVELRES1,SWE,Yes,Stool,Adult
4373,Bengtsson-PalmeJ_2015__TRAVELRES10__bin.144,Bengtsson-PalmeJ_2015,TRAVELRES10,SWE,Yes,Stool,Adult
4373,Bengtsson-PalmeJ_2015__TRAVELRES14__bin.62,Bengtsson-PalmeJ_2015,TRAVELRES14,SWE,Yes,Stool,Adult
4373,Bengtsson-PalmeJ_2015__TRAVELRES9__bin.41,Bengtsson-PalmeJ_2015,TRAVELRES9,SWE,Yes,Stool,Adult
4373,BritoIL_2016__M1.1.ST__bin.51,BritoIL_2016,M1.1.ST,FJI,No,Stool,Newborn
4373,BritoIL_2016__M1.10.ST__bin.42,BritoIL_2016,M1.10.ST,FJI,No,Stool,Child
4373,BritoIL_2016__M1.22.ST__bin.73,BritoIL_2016,M1.22.ST,FJI,No,Stool,Adult
4373,BritoIL_2016__M1.44.ST__bin.40,BritoIL_2016,M1.44.ST,FJI,No,Stool,Adult
4373,BritoIL_2016__M1.52.ST__bin.85,BritoIL_2016,M1.52.ST,FJI,No,Stool,Adult
4374,ZeeviD_2015__PNP_Main_438__bin.48,ZeeviD_2015,PNP_Main_438,ISR,Yes,Stool,Adult
4375,CosteaPI_2017__SID713A087-11-0-0__bin.47,CosteaPI_2017,SID713A087-11-0-0,KAZ,Yes,Stool,Adult
4418,Bengtsson-PalmeJ_2015__TRAVELRES11__bin.101,Bengtsson-PalmeJ_2015,TRAVELRES11,SWE,Yes,Stool,Adult
4418,CosteaPI_2017__SID713A005-11-90-0__bin.64,CosteaPI_2017,SID713A005-11-90-0,KAZ,Yes,Stool,Adult
4418,CosteaPI_2017__SID713A087-11-0-0__bin.41,CosteaPI_2017,SID713A087-11-0-0,KAZ,Yes,Stool,Adult
4418,CosteaPI_2017__SID713B040-11-90-0__bin.59,CosteaPI_2017,SID713B040-11-90-0,KAZ,Yes,Stool,Adult
4418,CosteaPI_2017__SID713B063-11-0-0__bin.59,CosteaPI_2017,SID713B063-11-0-0,KAZ,Yes,Stool,Adult
4418,HMP_2012__SRS022071__bin.72,HMP_2012,SRS022071,USA,Yes,Stool,Adult
4418,KarlssonFH_2013__S278__bin.14,KarlssonFH_2013,S278,NOR,Yes,Stool,Senior
4418,LeChatelierE_2013__MH0069__bin.18,LeChatelierE_2013,MH0069,DNK,Yes,Stool,Adult
4418,LeChatelierE_2013__MH0126__bin.18,LeChatelierE_2013,MH0126,DNK,Yes,Stool,Adult
4418,LeChatelierE_2013__MH0430__bin.89,LeChatelierE_2013,MH0430,DNK,Yes,Stool,Adult
4420,BackhedF_2015__SID282_M__bin.73,BackhedF_2015,SID282_M,SWE,Yes,Stool,Adult
4420,BackhedF_2015__SID503_M__bin.32,BackhedF_2015,SID503_M,SWE,Yes,Stool,Adult
4420,BritoIL_2016__M1.10.ST__bin.13,BritoIL_2016,M1.10.ST,FJI,No,Stool,Child
4420,BritoIL_2016__M2.40.ST__bin.32,BritoIL_2016,M2.40.ST,FJI,No,Stool,Adult
4420,BritoIL_2016__W1.37.ST__bin.64,BritoIL_2016,W1.37.ST,FJI,No,Stool,Adult
4420,CosteaPI_2017__SID713A037-11-0-0__bin.55,CosteaPI_2017,SID713A037-11-0-0,KAZ,Yes,Stool,Adult
4420,CosteaPI_2017__SID713B073-11-0-0__bin.23,CosteaPI_2017,SID713B073-11-0-0,KAZ,Yes,Stool,Adult
4420,CosteaPI_2017__SID713B076-11-90-0__bin.18,CosteaPI_2017,SID713B076-11-90-0,KAZ,Yes,Stool,Adult
4420,FengQ_2015__SID31379__bin.17,FengQ_2015,SID31379,AUT,Yes,Stool,Adult
4420,FengQ_2015__SID31875__bin.103,FengQ_2015,SID31875,AUT,Yes,Stool,Adult
4423,BackhedF_2015__SID157_M__bin.52,BackhedF_2015,SID157_M,SWE,Yes,Stool,Adult
4423,BackhedF_2015__SID39_12M__bin.14,BackhedF_2015,SID39_12M,SWE,Yes,Stool,Child
4423,BackhedF_2015__SID397_M__bin.37,BackhedF_2015,SID397_M,SWE,Yes,Stool,Adult
4423,Bengtsson-PalmeJ_2015__TRAVELRES35__bin.84,Bengtsson-PalmeJ_2015,TRAVELRES35,SWE,Yes,Stool,Adult
4423,BritoIL_2016__M2.3.ST__bin.29,BritoIL_2016,M2.3.ST,FJI,No,Stool,Child
4423,BritoIL_2016__W2.35.ST__bin.78,BritoIL_2016,W2.35.ST,FJI,No,Stool,Adult
4423,CosteaPI_2017__mickey3-11-30-0__bin.40,CosteaPI_2017,mickey3-11-30-0,DEU,Yes,Stool,Child
4423,CosteaPI_2017__pluto1-11-30-0__bin.21,CosteaPI_2017,pluto1-11-30-0,DEU,Yes,Stool,Adult
4423,CosteaPI_2017__SID713B004-11-0-0__bin.48,CosteaPI_2017,SID713B004-11-0-0,KAZ,Yes,Stool,Adult
4423,CosteaPI_2017__SID713B037-11-90-0__bin.2,CosteaPI_2017,SID713B037-11-90-0,KAZ,Yes,Stool,Adult
4424,LoombaR_2017__SID5447_cka__bin.22,LoombaR_2017,SID5447_cka,USA,Yes,Stool,Senior
4424,ZellerG_2014__CCIS48174381ST-4-0__bin.53,ZellerG_2014,CCIS48174381ST-4-0,FRA,Yes,Stool,Senior
4425,AsnicarF_2017__MV_FEM5_t1Q14__bin.5,AsnicarF_2017,MV_FEM5_t1Q14,ITA,Yes,Stool,Adult
4425,BackhedF_2015__SID18_M__bin.6,BackhedF_2015,SID18_M,SWE,Yes,Stool,Adult
4425,BackhedF_2015__SID180_M__bin.66,BackhedF_2015,SID180_M,SWE,Yes,Stool,Adult
4425,BackhedF_2015__SID181_12M__bin.12,BackhedF_2015,SID181_12M,SWE,Yes,Stool,Child
4425,BackhedF_2015__SID201_M__bin.29,BackhedF_2015,SID201_M,SWE,Yes,Stool,Adult
4425,BackhedF_2015__SID241_M__bin.21,BackhedF_2015,SID241_M,SWE,Yes,Stool,Adult
4425,BackhedF_2015__SID263_12M__bin.33,BackhedF_2015,SID263_12M,SWE,Yes,Stool,Child
4425,BackhedF_2015__SID272_M__bin.50,BackhedF_2015,SID272_M,SWE,Yes,Stool,Adult
4425,BackhedF_2015__SID276_12M__bin.38,BackhedF_2015,SID276_12M,SWE,Yes,Stool,Child
4425,BackhedF_2015__SID326_M__bin.20,BackhedF_2015,SID326_M,SWE,Yes,Stool,Adult
4427,CM_madagascar__A75_02_1FE__bin.51,CM_madagascar,A75_02_1FE,MDG,No,Stool,Adult
4427,ZeeviD_2015__PNP_Main_432__bin.74,ZeeviD_2015,PNP_Main_432,ISR,Yes,Stool,Adult
4428,CM_madagascar__A28_02_1FE__bin.23,CM_madagascar,A28_02_1FE,MDG,No,Stool,Adult
4551,GeversD_2014__SKBSTL008__bin.82,GeversD_2014,SKBSTL008,USA,Yes,Stool,Adult
4558,Obregon-TitoAJ_2015__SM01__bin.29,Obregon-TitoAJ_2015,SM01,PER,No,Stool,Adult
4558,Obregon-TitoAJ_2015__SM18__bin.5,Obregon-TitoAJ_2015,SM18,PER,No,Stool,Adult
4558,Obregon-TitoAJ_2015__SM41__bin.27,Obregon-TitoAJ_2015,SM41,PER,No,Stool,Child
4559,SmitsSA_2017__TZ_65642__bin.24,SmitsSA_2017,TZ_65642,TZA,No,Stool,Adult
4559,SmitsSA_2017__TZ_73414__bin.16,SmitsSA_2017,TZ_73414,TZA,No,Stool,Adult
4559,SmitsSA_2017__TZ_83893__bin.5,SmitsSA_2017,TZ_83893,TZA,No,Stool,Adult
4559,SmitsSA_2017__TZ_87532__bin.7,SmitsSA_2017,TZ_87532,TZA,No,Stool,Adult
4559,SmitsSA_2017__TZ_93321__bin.17,SmitsSA_2017,TZ_93321,TZA,No,Stool,Adult
